fish_name,scientific_name,family,genus,gear,fisher_ID,date,month,year,village,time_decimal,total_weight,number_fish,total_sold,total_consumed
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,10,7/19/2016,7,2016,1,3,0.052429705,1,0.052429705,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,33,4/20/2017,4,2017,1,4.7,0.07,1,0,0.07
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,27,9/23/2016,9,2016,1,2.33,0.209718821,4,0.209718821,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,8,1,3/12/2016,3,2016,3,2.03,0.069,2,0,0.069
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,15,10/16/2016,10,2016,3,2.7,0.175,7,0,0.175
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,39,4/15/2017,4,2017,1,5,0.052429705,1,0.052429705,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,9,2/26/2016,2,2016,1,6,0.524297052,10,0,1
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,36,10/14/2016,10,2016,1,3.28,0.367007937,7,0.367007937,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,8,2,7/10/2016,7,2016,3,2.83,0.045,2,0,0.045
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,30,8/6/2016,8,2016,1,5.27,0.943734694,18,0.943734694,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,9,7/10/2016,7,2016,4,3.67,0.045,1,0,0.045
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,36,7/8/2016,7,2016,1,6.25,0.419437642,8,0.419437642,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,5,3/25/2017,3,2017,3,3.03,0.06,1,0,0.06
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,47,9/23/2016,9,2016,1,5.25,0.03,1,0.03,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,30,5/29/2016,5,2016,1,4.3,0.209718821,4,0.209718821,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,9,6/11/2016,6,2016,3,1.7,0.14,1,0,0.14
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,5,3/29/2016,3,2016,5,2.5,1.82,28,1.82,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,47,6/16/2016,6,2016,1,4.75,0.157289116,3,0.157289116,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,22,5/15/2017,5,2017,3,3.03,0.26,13,0.26,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,1,12,4/23/2016,4,2016,1,2.75,0.1,2,0.1,0
ambanivava,Polydactylus malagasyensis,NA,Polydactylus,8,3,5/26/2016,5,2016,3,1.73,0.026,1,0,0.026
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,6,3/23/2017,3,2017,1,3.42,0.09,2,0,0.09
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,1/11/2017,1,2017,1,3.5,0.145680357,3,0.145680357,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,47,6/16/2016,6,2016,1,4.75,0.48560119,10,0.48560119,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,5,9/9/2016,9,2016,4,1.5,0.228,5,0.228,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,35,3/12/2016,3,2016,1,5.25,1.359683333,28,1.359683333,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,4,7/24/2017,7,2017,1,3.5,0.339920833,7,0.339920833,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,14,4/23/2016,4,2016,1,6.8,0.048560119,1,0.048560119,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,4,3/23/2017,3,2017,1,6.08,0.388480952,8,0.388480952,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,2/15/2017,2,2017,1,4.92,0.025,1,0.025,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,35,2/22/2016,2,2016,1,7.75,1.942404762,40,1.942404762,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,33,7/26/2016,7,2016,1,3.17,0.971202381,20,0.971202381,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,32,2/15/2017,2,2017,1,3.08,0.728401786,15,0.728401786,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,11,7/10/2016,7,2016,3,3.5,0.037,1,0,0.037
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,14,9/23/2016,9,2016,1,6.5,1.942404762,40,1.942404762,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,30,3/12/2016,3,2016,1,4.27,0.048560119,1,0.048560119,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,49,8/6/2016,8,2016,1,4.08,0.971202381,20,0.971202381,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,4,3/18/2016,3,2016,1,3.42,0.07,2,0,0.07
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,47,2/11/2017,2,2017,1,1.5,0.291360714,6,0.291360714,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,2/11/2017,2,2017,3,2.93,0.025,1,0,0.025
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,17,5/14/2016,5,2016,4,16,0.445,10,0.445,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,47,5/15/2017,5,2017,1,3.83,0.035,1,0,0.035
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,17,7/28/2016,7,2016,2,2.32,0.28,1,0,0.28
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,8,30,10/20/2016,10,2016,1,1,0.291360714,6,0.291360714,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,30,2/26/2016,2,2016,1,6.42,0.194240476,4,0.194240476,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,38,10/26/2016,10,2016,1,2.75,0.045,1,0,0.045
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,15,8/12/2016,8,2016,3,2.78,0.03,1,0,0.03
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,43,2/22/2016,2,2016,1,4.92,0.035,1,0.035,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,49,6/10/2016,6,2016,1,3.25,0.291360714,6,0.291360714,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,2,3/22/2016,3,2016,1,3.12,0.097120238,2,0.097120238,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,49,10/20/2016,10,2016,1,4,0.728401786,15,0.728401786,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,7/8/2016,7,2016,1,3.35,0.728401786,15,0.728401786,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,15,1/11/2017,1,2017,1,2.25,4.856011905,100,4.856011905,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,4,12/13/2016,12,2016,1,2.5,0.145680357,3,0.145680357,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,22,10/15/2016,10,2016,1,3.78,3.642008929,75,3.642008929,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,14,5/14/2016,5,2016,1,4.08,0.035,1,0,0.035
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,15,2/9/2016,2,2016,1,7,0.48560119,10,0.48560119,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,24,2/26/2016,2,2016,1,4.92,0.06,2,0,0.06
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,2,3,8/9/2016,8,2016,2,6.25,0.095,3,0,0.095
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,14,5/29/2016,5,2016,1,5.35,0.922642262,19,0.922642262,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,49,2/22/2016,2,2016,1,5.75,0.971202381,20,0.971202381,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,35,5/29/2016,5,2016,1,3.67,1.456803571,30,1.456803571,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,9/28/2016,9,2016,1,1.62,0.582721429,12,0.582721429,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,52,2/22/2017,2,2017,1,3.38,0.388480952,8,0.388480952,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,17,9/19/2016,9,2016,2,3.57,0.24,2,0.24,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,3/18/2016,3,2016,1,3.08,0.07,2,0,0.07
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,8,9/30/2016,9,2016,1,2.8,0.095,3,0,0.095
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,19,5/6/2016,5,2016,1,2.58,0.035,1,0,0.035
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,10,4/13/2017,4,2017,2,3.17,0.1,4,0,0.1
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,6,7/23/2017,7,2017,1,4.22,0.194240476,4,0.194240476,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,2,26,4/22/2017,4,2017,2,3.83,0.045,4,0,0.045
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,7,9,5/25/2016,5,2016,4,4,0.051,3,0,0.051
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,2,8,8/12/2016,8,2016,1,6.25,0.045,1,0.045,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,18,5/20/2017,5,2017,2,3.67,0.035,1,0,0.035
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,22,7/20/2016,7,2016,1,3.35,1.990964881,41,1.990964881,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,23,3/12/2016,3,2016,1,4.75,1.0197625,21,1.0197625,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,35,5/14/2016,5,2016,1,3.68,0.12,2,0.12,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,9,2/26/2016,2,2016,1,6,0.24,6,0,0.24
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,45,10/14/2016,10,2016,1,5,3.739129167,77,3.739129167,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,18,5/14/2016,5,2016,4,4.82,0.175,2,0,0.175
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,28,9/9/2016,9,2016,4,2.17,0.385,10,0.385,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,33,6/8/2017,6,2017,1,4.55,0.194240476,4,0.194240476,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,49,8/19/2016,8,2016,1,4.73,6.992657143,144,6.992657143,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,22,9/30/2016,9,2016,1,5.5,3.933369643,81,3.933369643,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,22,7/26/2016,7,2016,1,3.43,2.913607143,60,2.913607143,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,1,27,9/23/2016,9,2016,1,2.33,0.097120238,2,0.097120238,0
ambatsiarana,Ostorhinchus sp. (black and white),NA,Ostorhinchus,8,30,10/15/2016,10,2016,1,2.5,0.388480952,8,0.388480952,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,14,6/29/2016,6,2016,2,4.75,0.16,1,0,0.16
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,2,6/29/2016,6,2016,2,3.33,0.09,2,0,0.09
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,2,9/17/2017,9,2017,2,4.17,0.03,1,0,0.03
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,17,9/19/2016,9,2016,2,3.57,1.535,31,1.535,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,13,6/29/2016,6,2016,2,4.75,0.27,3,0.27,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,19,8/22/2016,8,2016,2,2.4,0.14,3,0,0.14
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,23,2/9/2016,2,2016,1,5.75,0.075277717,1,0.075277717,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,15,6/15/2016,6,2016,2,3.3,0.48,5,0,0.48
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,8,9/21/2016,9,2016,2,6.42,0.545,7,0.545,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,11,10/23/2016,10,2016,2,1.67,1.98,17,1.98,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,15,9/19/2016,9,2016,2,4.25,2.085,43,2.085,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,5,8/24/2016,8,2016,4,2,0.06,1,0,0.06
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,9,6/29/2016,6,2016,2,4.17,0.255,3,0.255,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,16,6/29/2016,6,2016,2,5.97,0.14,1,0,0.14
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,2,8/5/2016,8,2016,2,3.17,0.05,1,0,0.05
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,6,6/29/2016,6,2016,2,5.97,0.29,4,0.29,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,2,3,9/14/2017,9,2017,2,6.9,0.03,1,0,0.03
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,15,9/19/2016,9,2016,2,4.25,0.315,3,0.315,0
ambatsimenabimaso,Myripristis berndti,NA,Myripristis,1,6,6/29/2016,6,2016,2,5.97,0.105,2,0.105,0
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,41,3/24/2017,3,2017,4,2.17,0.145,1,0.145,0
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,29,5/15/2017,5,2017,1,3.9,0.04,1,0,0.04
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,33,5/15/2017,5,2017,1,4.03,0.095,1,0,0.095
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,24,12/18/2016,12,2016,3,1.08,0.045,2,0,0.045
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,18,10/26/2016,10,2016,1,3.33,0.085,1,0,0.085
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,18,12/12/2016,12,2016,4,2.5,0.145,1,0.145,0
ambatsimena,Centroberyx spinosus,NA,Centroberyx,8,4,3/12/2016,3,2016,3,1.27,0.067,4,0,0.067
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,20,8/12/2016,8,2016,3,1.65,0.03,1,0,0.03
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,18,6/21/2017,6,2017,2,3.25,0.13,2,0.13,0
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,15,9/19/2016,9,2016,2,4.25,1.78,16,1.78,0
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,19,8/12/2016,8,2016,3,0.62,0.4,10,0,0.4
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,36,1/11/2017,1,2017,1,3.75,0.281692308,4,0.281692308,0
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,2,12/9/2016,12,2016,2,2.5,0.11,2,0,0.11
ambatsimena,Centroberyx spinosus,NA,Centroberyx,1,2,8/9/2016,8,2016,2,4.17,0.065,1,0,0.065
ambitry,Lethrinus crocineus,NA,Lethrinus,1,8,3/29/2017,3,2017,2,3.5,0.41,6,0.41,0
ambitry,Lethrinus crocineus,NA,Lethrinus,8,10,5/26/2016,5,2016,3,2.82,0.071,1,0,0.071
ambitry,Lethrinus crocineus,NA,Lethrinus,1,34,10/26/2016,10,2016,1,5.18,0.712758621,2,0.712758621,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,19,8/22/2016,8,2016,2,2.4,0.05,1,0,0.05
ambitry,Lethrinus crocineus,NA,Lethrinus,1,20,8/12/2016,8,2016,3,1.65,0.095,1,0,0.095
ambitry,Lethrinus crocineus,NA,Lethrinus,1,11,5/11/2017,5,2017,2,2.25,0.43,1,0.43,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,11,4/22/2016,4,2016,2,2.5,0.475,2,0.475,0
ambitry,Lethrinus crocineus,NA,Lethrinus,2,46,4/23/2017,4,2017,4,4.5,0.19,1,0.19,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,18,6/21/2017,6,2017,2,3.25,0.225,1,0,0.225
ambitry,Lethrinus crocineus,NA,Lethrinus,1,34,7/20/2016,7,2016,1,4,1.655,1,1.655,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,18,10/25/2016,10,2016,4,12,1.079,1,0,1.079
ambitry,Lethrinus crocineus,NA,Lethrinus,1,15,6/16/2016,6,2016,2,3.8,0.115,1,0,0.115
ambitry,Lethrinus crocineus,NA,Lethrinus,1,5,11/26/2016,11,2016,2,3.25,0.195,2,0.195,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,5,11/21/2016,11,2016,4,2,0.53,1,0,0.53
ambitry,Lethrinus crocineus,NA,Lethrinus,1,18,2/15/2017,2,2017,4,1.67,0.545,1,0,0.545
ambitry,Lethrinus crocineus,NA,Lethrinus,1,10,4/19/2016,4,2016,4,3.5,0.68,3,0,0.68
ambitry,Lethrinus crocineus,NA,Lethrinus,1,2,4/26/2016,4,2016,2,7,0.305,1,0,0.305
ambitry,Lethrinus crocineus,NA,Lethrinus,1,15,9/19/2016,9,2016,2,4.25,0.055,1,0,0.055
ambitry,Lethrinus crocineus,NA,Lethrinus,1,18,12/12/2016,12,2016,4,2.5,0.865,1,0.865,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,39,4/15/2017,4,2017,1,5,0.35637931,1,0.35637931,0
ambitry,Lethrinus crocineus,NA,Lethrinus,2,26,4/22/2017,4,2017,2,3.83,0.12,1,0,0.12
ambitry,Lethrinus crocineus,NA,Lethrinus,1,5,6/12/2016,6,2016,4,2.25,0.994,1,0,0.994
ambitry,Lethrinus crocineus,NA,Lethrinus,1,18,5/20/2017,5,2017,2,3.67,0.13,2,0.13,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,9,5/20/2017,5,2017,2,3.17,0.05,1,0,0.05
ambitry,Lethrinus crocineus,NA,Lethrinus,2,20,5/14/2016,5,2016,4,5.33,0.981,6,0.981,0
ambitry,Lethrinus crocineus,NA,Lethrinus,1,10,2/11/2017,2,2017,3,2,0.08,1,0,0.08
ambitry,Lethrinus crocineus,NA,Lethrinus,1,47,5/15/2017,5,2017,1,3.83,0.025,1,0,0.025
ambitry,Lethrinus crocineus,NA,Lethrinus,1,17,7/28/2016,7,2016,2,2.32,0.715,2,0,0.715
ambitry,Lethrinus crocineus,NA,Lethrinus,1,18,4/20/2017,4,2017,2,3.25,0.57,4,0.57,0
ambitry,Lethrinus crocineus,NA,Lethrinus,2,3,4/23/2016,4,2016,4,1.5,1.1,1,0,1.1
ambitry,Lethrinus crocineus,NA,Lethrinus,1,34,11/10/2016,11,2016,4,4,1.59,4,0,1.59
ambosy,Sillago sihama,NA,Sillago,1,30,8/19/2016,8,2016,1,3.85,0.302819173,6,0.302819173,0
ambosy,Sillago sihama,NA,Sillago,1,47,4/20/2017,4,2017,1,4.97,0.015,1,0,0.915
ambosy,Sillago sihama,NA,Sillago,1,9,3/12/2016,3,2016,1,6.27,0.100939724,2,0.100939724,0
ambosy,Sillago sihama,NA,Sillago,1,8,8/19/2016,8,2016,5,5.33,0.075,2,0.075,0
ambosy,Sillago sihama,NA,Sillago,8,30,10/15/2016,10,2016,1,2.5,1.059867105,21,1.059867105,0
ambosy,Sillago sihama,NA,Sillago,1,30,6/10/2016,6,2016,1,3.17,0.504698622,10,0.504698622,0
ambosy,Sillago sihama,NA,Sillago,1,29,4/26/2017,4,2017,1,7.42,0.100939724,2,0.100939724,0
ambosy,Sillago sihama,NA,Sillago,1,14,5/29/2016,5,2016,1,5.35,0.353289035,7,0.353289035,0
ambosy,Sillago sihama,NA,Sillago,1,32,3/18/2016,3,2016,1,5.25,0.151409586,3,0.151409586,0
ambosy,Sillago sihama,NA,Sillago,1,47,2/11/2017,2,2017,1,1.5,0.06,1,0,0.06
ambosy,Sillago sihama,NA,Sillago,1,6,8/19/2017,8,2017,2,3.75,0.04,1,0,0.04
ambosy,Sillago sihama,NA,Sillago,1,30,5/29/2016,5,2016,1,4.3,1.059867105,21,1.059867105,0
ambosy,Sillago sihama,NA,Sillago,1,49,6/10/2016,6,2016,1,3.25,0.555168484,11,0.555168484,0
ambosy,Sillago sihama,NA,Sillago,1,14,4/23/2016,4,2016,1,6.8,2.271143797,45,2.271143797,0
ambosy,Sillago sihama,NA,Sillago,1,27,7/8/2016,7,2016,1,3.35,0.05,1,0,0.05
ambosy,Sillago sihama,NA,Sillago,1,15,6/22/2016,6,2016,5,2.08,0.129,4,0.129,0
ambosy,Sillago sihama,NA,Sillago,1,27,8/29/2016,8,2016,1,2.43,0.095,1,0,0.095
ambosy,Sillago sihama,NA,Sillago,1,24,1/30/2017,1,2017,5,4.83,0.372,12,0.372,0
ambosy,Sillago sihama,NA,Sillago,1,5,5/30/2016,5,2016,2,4.07,0.055,1,0,0.055
ambosy,Sillago sihama,NA,Sillago,1,6,4/15/2017,4,2017,1,3.5,0.035,1,0,0.035
ambosy,Sillago sihama,NA,Sillago,1,33,2/15/2017,2,2017,1,6.8,0.075,1,0,0.075
ambosy,Sillago sihama,NA,Sillago,1,47,9/23/2016,9,2016,1,5.25,0.757047932,15,0.757047932,0
ambosy,Sillago sihama,NA,Sillago,1,36,4/28/2016,4,2016,1,4.77,1.261746554,25,1.261746554,0
ambosy,Sillago sihama,NA,Sillago,1,2,10/15/2016,10,2016,1,1.67,0.908457519,18,0.908457519,0
ambosy,Sillago sihama,NA,Sillago,1,2,9/23/2016,9,2016,1,4.08,1.8673849,37,1.8673849,0
ambosy,Sillago sihama,NA,Sillago,1,10,4/26/2016,4,2016,2,4.33,0.23,4,0,0.23
ambosy,Sillago sihama,NA,Sillago,1,4,12/13/2016,12,2016,1,2.5,0.050469862,1,0.050469862,0
ambosy,Sillago sihama,NA,Sillago,1,35,2/22/2016,2,2016,1,7.75,0.353289035,7,0.353289035,0
ambosy,Sillago sihama,NA,Sillago,1,6,7/23/2017,7,2017,1,4.22,0.201879449,4,0.201879449,0
ambosy,Sillago sihama,NA,Sillago,1,30,4/28/2016,4,2016,1,4.62,1.009397243,20,1.009397243,0
ambosy,Sillago sihama,NA,Sillago,1,37,9/23/2016,9,2016,1,4.08,1.615035589,32,1.615035589,0
ambosy,Sillago sihama,NA,Sillago,1,5,6/20/2016,6,2016,2,3.33,0.045,1,0.045,0
ambosy,Sillago sihama,NA,Sillago,1,25,1/2/2017,1,2017,5,3.5,0.062,2,0,0.062
ambosy,Sillago sihama,NA,Sillago,1,5,3/14/2016,3,2016,2,2.67,0.05,1,0,0.05
ambosy,Sillago sihama,NA,Sillago,1,19,5/29/2016,5,2016,1,4,0.504698622,10,0.504698622,0
ambosy,Sillago sihama,NA,Sillago,1,8,4/23/2016,4,2016,1,5,0.075,1,0,0.075
ambosy,Sillago sihama,NA,Sillago,1,49,10/1/2016,10,2016,1,4.48,0.504698622,10,0.504698622,0
ambosy,Sillago sihama,NA,Sillago,1,40,5/29/2016,5,2016,1,4,0.252349311,5,0.252349311,0
ambosy,Sillago sihama,NA,Sillago,8,30,10/20/2016,10,2016,1,1,0.403758897,8,0.403758897,0
ambosy,Sillago sihama,NA,Sillago,1,27,9/30/2016,9,2016,1,1.83,0.045,1,0.03,0.015
ambosy,Sillago sihama,NA,Sillago,1,35,2/9/2016,2,2016,1,5.25,0.151409586,3,0.151409586,0
ambosy,Sillago sihama,NA,Sillago,1,32,2/15/2017,2,2017,1,3.08,0.201879449,4,0.201879449,0
ambosy,Sillago sihama,NA,Sillago,1,17,8/23/2016,8,2016,5,4.33,0.121,5,0.121,0
ambosy,Sillago sihama,NA,Sillago,1,14,6/20/2016,6,2016,2,5.23,0.065,1,0,0.065
ambosy,Sillago sihama,NA,Sillago,1,49,8/19/2016,8,2016,1,4.73,0.100939724,2,0.100939724,0
ambosy,Sillago sihama,NA,Sillago,1,28,4/28/2016,4,2016,1,3.67,1.362686278,27,1.362686278,0
ambosy,Sillago sihama,NA,Sillago,1,29,6/16/2016,6,2016,1,3.75,0.656108208,13,0.656108208,0
ambosy,Sillago sihama,NA,Sillago,1,50,2/26/2016,2,2016,1,4.75,0.065,1,0,0.065
ambosy,Sillago sihama,NA,Sillago,1,5,4/26/2016,4,2016,2,4.33,3.875,75,3.875,0
ambosy,Sillago sihama,NA,Sillago,1,12,4/28/2016,4,2016,5,2.5,0.527,17,0.527,0
ambosy,Sillago sihama,NA,Sillago,1,1,5/27/2016,5,2016,5,1.5,0.27,9,0.27,0
ambosy,Sillago sihama,NA,Sillago,1,6,8/5/2016,8,2016,2,4.33,0.325,6,0.325,0
ambosy,Sillago sihama,NA,Sillago,1,14,9/23/2016,9,2016,1,6.5,1.41315614,28,1.41315614,0
ambosy,Sillago sihama,NA,Sillago,1,9,2/26/2016,2,2016,1,6,0.050469862,1,0.050469862,0
ambosy,Sillago sihama,NA,Sillago,1,30,3/12/2016,3,2016,1,4.27,0.050469862,1,0.050469862,0
ambosy,Sillago sihama,NA,Sillago,1,12,4/23/2016,4,2016,1,2.75,0.045,1,0,0.045
ambosy,Sillago sihama,NA,Sillago,1,30,8/12/2016,8,2016,1,5.95,0.70657807,14,0.70657807,0
ambosy,Sillago sihama,NA,Sillago,1,24,12/18/2016,12,2016,3,1.08,0.045,1,0,0.045
ambosy,Sillago sihama,NA,Sillago,1,6,9/14/2017,9,2017,2,4.33,0.323,6,0.323,0
ambosy,Sillago sihama,NA,Sillago,1,27,5/29/2016,5,2016,1,2.9,0.555168484,11,0.555168484,0
ambosy,Sillago sihama,NA,Sillago,1,6,9/24/2017,9,2017,2,6.58,0.323,6,0.323,0
ambosy,Sillago sihama,NA,Sillago,1,49,2/22/2016,2,2016,1,5.75,0.2,7,0,0.2
ambosy,Sillago sihama,NA,Sillago,1,38,10/26/2016,10,2016,1,2.75,0.151409586,3,0.151409586,0
ambosy,Sillago sihama,NA,Sillago,1,14,8/23/2016,8,2016,5,2.17,0.106,4,0.106,0
ambosy,Sillago sihama,NA,Sillago,1,6,5/29/2016,5,2016,1,3.7,0.403758897,8,0.403758897,0
ambosy,Sillago sihama,NA,Sillago,1,6,4/28/2016,4,2016,1,4.68,2.372083521,47,2.372083521,0
ambosy,Sillago sihama,NA,Sillago,8,31,8/6/2016,8,2016,1,3.47,0.15,2,0,0.15
ambosy,Sillago sihama,NA,Sillago,1,33,8/12/2016,8,2016,1,3.75,2.422553383,48,2.422553383,0
